,Date,Rating,Label,Review,Cleaned_review
156,3-Dec-18,2,0,For some reason the shipping option isn't available for my address in the old version it is works just fine. I don't know.. but this is very inconvenient. Cause I can't buy anything from Tokopedia anymore. Hope you'll fix this,reason shipping option isn address version work fine know.. inconvenient buy hope
157,3-Dec-18,3,0,"Improvements need to be done. I bought plane tickets for the first time, and I have not get any information about how did it get declined. I have to file a complain to know what the problem is. Even after that, the answer is not helping. Though I am sure that it was all Tokopedia can do for now, fut...Full Review",improvement bought plane ticket time not get get declined file complain problem answer not helping fut..full
158,3-Dec-18,3,0,"At first, i liked to shopping here because of every single systems, events, especially payment method. But everything changed since Tokopedia used OVO for Online Payment. I'm truly disappointed that Tokopedia doing that. Is that Necessary to Use that App ?",liked single event payment method changed ovo online payment disappointed use
159,3-Dec-18,5,0,Good apps. Bought almost everything here. Notes only my shipment lost 3 times by JNE. Hopes Tokopedia can do something further to protect the buyers & sellers.,good apps bought note shipment lost time jne hope protect buyer seller
160,3-Dec-18,5,0,"Efficient, but need more improvement on the payment confirmation system.",efficient improvement payment confirmation
161,3-Dec-18,5,1,"Really helpful to looking, buy and tracking shipping something, and easy to payment thanks Tokopedia",helpful buy tracking shipping easy payment
162,3-Dec-18,2,0,"Now this app not good as usual, I think maybe since Tokocash change to OVO thing.",not good usual tokocash change ovo thing
163,3-Dec-18,5,1,Great helper for people who can go to the official store like me,great helper official store like
164,3-Dec-18,5,1,Very helpfull usefull and easy to use.. too many discount.. hahhaha,helpful useful easy use.. discount.. hahhaha
165,3-Dec-18,4,1,"Helpfull apps,good service,good deals, like it 🤩",helpful apps good service good deal like
166,3-Dec-18,5,1,"Quick response, complete and reliable",quick response complete reliable
167,3-Dec-18,5,1,Easy to use and price are competitive,easy use price competitive
168,3-Dec-18,5,1,Good service and very helpful,good service helpful
169,3-Dec-18,5,0,Good ... But slow response ... To much AdSense,good slow response much adsense
170,3-Dec-18,5,1,Great app for online shopping!,great online
171,3-Dec-18,5,1,Best E-commerce in Indonesia,best commerce indonesia
172,4-Dec-18,1,0,After update cannot login. Say my connection but I can open Google Play just fine.,update not login connection open google play fine
173,4-Dec-18,5,1,"This app is so easy,you can find anything products in here.",easy product
174,4-Dec-18,4,1,This is most frequently used app for me..very friendly and useful,me..very friendly useful
175,4-Dec-18,5,1,"Such a good app, help us to find many stuff that we need.. 👍",good help stuff need..
176,4-Dec-18,4,1,Good app. Recommended to use this app for buying needs.,good recommended use buying
177,4-Dec-18,5,1,Tokopedia provides everything in complete and comprehensive info with good sellers,complete comprehensive info good seller
178,4-Dec-18,5,1,Good marketplace for buying and selling.,good market place buying selling
179,4-Dec-18,3,0,Too complicated and not user friendly apps,complicated not user friendly apps
180,5-Dec-18,5,1,"It's pretty satisfying, especially when it comes to the cashback promotions, it actually works. It takes only a matter of seconds to update my account with the new additional balance.",pretty satisfying cashback promotion work matter second update account additional balance
181,5-Dec-18,2,0,"Program starting to be a mess, no pictures anymore, its awfull slow, changing all the time, I think this is a loser, I stop with this one.",program starting mess picture awfull slow changing time loser stop
182,5-Dec-18,1,0,There is no help and I can't choose a kurir and the canceled my order and kept my money. Sucks!,help choose kurir canceled order money suck
183,5-Dec-18,5,1,"This app is perfect for buying things, you might just download it and it is good, trust me.",perfect buying thing download good trust
184,5-Dec-18,5,1,Aplication can help transaction (buying and selling) securely.,help transaction buying selling securely
185,5-Dec-18,5,1,"Its gr8 application though...its my fave online shop...its fast, safe & trust...thx tokopedia",great though..its favourite online shop..its fast safe trust..thx
186,5-Dec-18,3,0,"After update apps can't open pict,only price in my phone...,how come...",update apps open picture price phone.. come..
187,5-Dec-18,5,1,Update: problem solved after re-installing the app. Thanks,update problem solved installing
188,5-Dec-18,3,0,Why???? After updated no 1 picture viewed on screen,updated picture viewed screen
189,5-Dec-18,4,1,"So far so good, keep good work... Thanks",good good work..
190,5-Dec-18,5,1,"I think, this application very usefull for me",useful
191,5-Dec-18,1,0,"it's always stuck on my phone, very heavy apps",stuck phone heavy apps
192,5-Dec-18,5,1,Good UI and IX. Easy to navigate.,good easy navigate
193,5-Dec-18,5,1,It has good interface so easy to use,good interface easy use
194,5-Dec-18,5,1,One of the best online store in Indonesia.,best online store indonesia
195,5-Dec-18,5,1,Amazing experience for online shopping,amazing experience online
196,5-Dec-18,5,1,The best online store application,best online store
197,5-Dec-18,5,1,Very simple and helpful application 👍,simple helpful
198,6-Dec-18,5,1,"Good app online shop, choose what you want...then click...click...click...and wait what you need delivered to you",good online shop choose want..then click..click..click..and wait delivered
199,6-Dec-18,5,0,good and complete. we can't download invoice for claim to our company but unfortunatelly the admin fee from cc is not appear at the invoice.,good complete download invoice claim unfortunatelly admin fee not appear invoice
200,6-Dec-18,5,1,"Nice app, help me a lot. Hope in future there will be new features or improvements",nice help hope future feature improvement
201,6-Dec-18,4,0,"Good app but, The app won't load the images when using mobile data. Pls fix :)",good won load image mobile data
202,6-Dec-18,5,1,Its very good and I feel safe to make payment because it's verified by the bank.,good feel safe payment verified bank
203,6-Dec-18,5,1,Very useful app for online purchase almost anything from daily needs to bills.,useful online purchase daily
204,6-Dec-18,5,1,this application help me to search any item that needed with competitive price,help search item needed competitive price
205,6-Dec-18,5,1,Always useful and secure to buy just about anything in here,useful secure buy
206,6-Dec-18,5,1,"Good app, excellent, keep improved... Nice",good excellent improved.. nice
207,6-Dec-18,5,1,the most reliable online shopping apps,reliable online apps
208,7-Dec-18,5,1,"Tokopedia, All day All year. Gold member currently. Safest when making online transaction, your money remained with Tokopedia until you have confirmed your item received with no problem.",day gold member currently safest making online transaction money remained confirmed item received problem
209,7-Dec-18,5,1,"Tokopedia help me shopping without have to go to mall. Save my time, a lot!",help mall save time
210,7-Dec-18,1,0,This app running by system that will ignore humanity for you as a seller.,running ignore humanity seller
211,7-Dec-18,5,1,Good application to find out everything you need...helps a lot,good need..helps
212,7-Dec-18,5,1,"Great app, you can find almost everything here",great
213,7-Dec-18,5,1,Easier for me to find the things tht I want to buy 😊,easier thing tht buy
214,7-Dec-18,5,1,Best online store in Indonesia.,best online store indonesia
215,7-Dec-18,5,1,"Nice apps, I always shopping with Tokopedia",nice apps
216,7-Dec-18,5,1,Nice Indonesian market .. complete and fast,nice indonesian market complete fast
217,7-Dec-18,5,1,The best ONLINE Shopping I have ever known. Keep it up,best online
218,7-Dec-18,5,1,"Great app, and always helping me",great helping
219,8-Dec-18,5,1,"I always use Tokopedia for online shopping n pay my bills. There are lots of benefits, l love the Cashback and Flashdeal. Realtime",use online pay benefit love cashback flashdeal realtime
220,8-Dec-18,5,1,The best online shopping app! It has great systems that can cancel and refund our money automatically if the seller exceeds processing time.,best online great cancel refund money automatically seller exceeds processing time
221,8-Dec-18,5,1,"My favourite online shop, the app is very comfortable & easy to use, good job tokopedia",favourite online shop comfortable easy use good job
222,8-Dec-18,5,1,Very nice app for seller and buyer. Famous marketplace in Indonesia.,nice seller buyer famous market place indonesia
223,8-Dec-18,5,1,Always buy from this site because it has a lot of benefits 👍👍👍,buy site benefit
224,8-Dec-18,5,1,Good application for buying and selling.,good buying selling
225,8-Dec-18,5,1,"Good application, easy to use 👍",good easy use
226,8-Dec-18,5,1,currently the best online shopping apps so far,currently best online apps
227,8-Dec-18,5,1,The best app for online shopping,best online
228,8-Dec-18,5,1,Indonesia's best e-commerce site,indonesia best commerce site
229,9-Dec-18,4,0,Good apps. Hope to have better message handling related to transaction (buy/ sell).,good apps hope better message handling transaction buy sell
230,9-Dec-18,4,0,"Something like 'size' of product information are not clear. Eg. Length, width, thighness....",like size product not clear length width thighness..
231,9-Dec-18,5,1,"Best Market Place, you can find anything here.",best market place
232,9-Dec-18,5,1,"nice application, love it, all transaction can do in here",nice love transaction
233,9-Dec-18,5,1,Usefull application and makes me fast in action...,useful fast action..
234,9-Dec-18,5,1,first time transactions and recommended.,time transaction recommended
235,10-Dec-18,5,1,"Best marketplace apps (loyal user here). You can buy all sort of stuff, from knick-knacks like cute little necklaces to a goddamn Honda CR-V. I'm not even joking here.",best market place apps loyal user buy sort stuff knick knack like cute necklace honda not joking
236,10-Dec-18,5,0,"One of my fav market place. Dear Tokopedia team, please please mind your own reputation by not giving Ninja Express as one of you partner. You might also check the review of this damn Ninja",fav market place dear team mind reputation not ninja express partner check ninja
237,10-Dec-18,3,0,"Tokopedia should add free delivery for DIGITAL PRODUCTS for every seller that selling DIGITAL PRODUCTS like steam wallet, itunes gift card, google play gift card, battlenet gift card, etc it's so ridiculous that the seller had to send an empty package just for the delivery service... and found a bug...Full Review",add free delivery digital product seller selling digital product like steam wallet itunes gift card google play gift card battlenet gift card ridiculous seller send package delivery service.. bug..full
238,10-Dec-18,5,1,"I can't imagine live nowadays without tokopedia. Tokopedia is more than just an app, but a lifestyle",imagine live nowadays lifestyle
239,10-Dec-18,3,0,I need to have a private chatting with u I got sooo confused when the first time i installed this app,private chatting soo confused time installed
240,10-Dec-18,5,1,Easy to use. Make buying and selling a breeze. Love it.,easy use buying selling breeze love
241,10-Dec-18,5,1,So far can get the right items as per the description with cheaper price.,get item description cheaper price
242,10-Dec-18,5,1,"Good application, really help me when I cant go mobile outside to shop some stuff.",good help cant mobile shop stuff
243,10-Dec-18,4,1,Very good app amongst the other online shop platforms. Some more discount and cashback so tempting 😂😂😂,good online shop platform discount cashback tempting
244,10-Dec-18,5,1,I think this app very good and useful to us without visit to store..,good useful visit store..
245,10-Dec-18,5,1,Good apps for finding many things that you need in life,good apps finding thing life
246,10-Dec-18,4,1,"Nice apps, help local product to grow and reach even more customer",nice apps help local product grow reach customer
247,10-Dec-18,5,0,"Very helpful, sometimes loading needs more time than instagram",helpful loading time instagram
248,10-Dec-18,5,1,I love its User interface... Very clear and simple,love user interface.. clear simple
249,10-Dec-18,5,1,Make life easier! At least mine..,life easier mine..
250,10-Dec-18,5,1,The best national online shopping I ever used..,best national online used..
251,10-Dec-18,5,1,"Amazing aplication, search things you need so easy",amazing search thing easy
252,10-Dec-18,5,1,"Great App, Great Gift Card, Great Benefit",great great gift card great benefit
253,10-Dec-18,5,1,Great. Simple. interactive,great simple interactive
254,11-Dec-18,5,1,"Tokopedia is easy to used. It is very helpfull for me, especially if i don't wanna go to the store to buy something i need and more easy to find some original product. Free ongkir and cashback a little bit help me as a customer. But sometimes in another application online store, the price more cheap...Full Review",easy helpful wan store buy easy original product free ongkir cashback help customer online store price cheap..full
255,11-Dec-18,5,1,"Helpful place for shopping, everything you need is there, with many choices models and prices.",helpful place choice model price
256,11-Dec-18,2,0,What ovo ???! I dont like it..move to red or black pink now,ovo dont like it..move red black pink
257,11-Dec-18,3,0,"new update make the application slowly, every open new task eg, filter it will shown dark screen and wait for few second",update slowly open task filter dark screen wait second
258,11-Dec-18,5,1,Tokopedia is the best app to buy everything I need..good sellers good products..,best buy need..good seller good products..
259,11-Dec-18,5,1,Is the besssssst recoment shoping.......to meeeeeee!!!!!!!,besst recommended shoping..to mee
260,11-Dec-18,5,1,Good app. Very helpful for me . Thanks.,good helpful
261,11-Dec-18,5,1,I've been using this app almost 2 years. I am satisfied.,satisfied
262,11-Dec-18,5,1,It's just brilliant and very useful indeed. Thanks!,brilliant useful
263,11-Dec-18,5,1,Keep up the good work and keep improving for better,good work improving better
264,11-Dec-18,4,1,I like this app because of good service,like good service
265,11-Dec-18,5,1,The Best E-commerce app EVER! Loved it 😘😍,best commerce loved
266,11-Dec-18,5,1,"Easy to used, more voucher for free courier charges",easy voucher free courier charge
267,11-Dec-18,5,1,Friendly user for this application and buyer competitive,friendly user buyer competitive
268,11-Dec-18,5,1,"Easy to use,, communicative display",easy use communicative display
269,11-Dec-18,5,1,Just loved it....good job tokopedia team,loved it..good job team
270,11-Dec-18,5,1,Very helpful and good service,helpful good service
271,12-Dec-18,5,1,"The most user-friendly local online shopping apps, never ending promotions, covers all of your daily needs. Keep up the good offers.",user friendly local online apps promotion cover daily good offer
272,12-Dec-18,5,0,Please fix this app. It almost unusable. Always not responding. Takes very long time to access any menu. I'm using this app alot.,unusable not responding long time access menu
273,12-Dec-18,5,1,"The best online shopping in Indonesia, easy to use, trusted, good services",best online indonesia easy use trusted good service
274,12-Dec-18,5,0,"Excellent app for my daily basis for online shopping ! Sadly, need more events for all the customers.",excellent daily basis online sadly event customer
275,12-Dec-18,5,1,"The best online store in Indonesia, very helpful.",best online store indonesia helpful
276,12-Dec-18,5,1,The best online store in Indonesia. Thank you Tokopedia💜,best online store indonesia
